DBA,ZIPCODE
Popeyes,10036
Dunkin,10467
Domino's,11434
Chipotle Mexican Grill,10001
Subway,10029
The Chicken Shack,11106
Big Arc Chicken,10003
Kennedy Fried Chicken,10451
Dunkin,10310
Domino's,11215
Dunkin' / Baskin Robbins,11221
Five Guys Famous Burgers And Fries,10014
Dunkin,11249
Papa John's Pizza,10460
Chick-Fil-A,10036
Kennedy Fried Chicken,11420
Popeyes,11234
Papa Johns Pizza,11223
Chicky's,11426
Popeyes,11435
Mad For Chicken,11361
Starbucks,10044
Popeyes,11207
Kennedy Chicken & Burgers,10029
Little Caesars,11236
Subway,11426
Chicken & Fries,10121
Burger King,11236
Chicken Feastin,11215
Little Caesars,10461
Subway,11423
Chipotle Mexican Grill #3056,10031
Popeyes,10040
Kennedy Fried Chicken,10472
Subway,11417
Wendy's,10309
Chipotle Mexican Grill,10022
Crown Fried Chicken,11216
Domino Wine Bar,11211
"Dunkin', Baskin Robbins",11364
Dunkin,10471
Popeyes,10457
Shake Shack,10038
Blazin Chicken & Gyro,10452
Papa John's Pizza,11433
"Taco Bell, Kfc",10031
Dunkin' / Baskin Robbins,11385
Subway,10029
Subway,10013
Subway,10016
Starbucks,11375
Dunkin',10019
Mad For Chicken,10011
Kennedy Fried Chicken,10451
Popeyes,10029
Starbucks Coffee #57774,11101
Starbucks,10018
Burger King,11210
Starbucks Coffee Company,10309
Dunkin,10004
Chipotle Mexican Grill,11210
Texas Chicken And Burgers,10467
Bayside Chicken Lovers,11361
Dunkin,11430
Domino's,11354
"Taco Bell, Kfc",10031
"Dunkin', Baskin Robbins",11233
Taco Bell,11358
Popeyes Louisiana Kitchen,11234
Dunkin,11429
Kennedy Fried Chicken,10456
Rano's Chicken Burgers,10029
Little Caesars,10029
Starbucks Coffee,11234
"Sincerely, Ophelia / Chicken & The Egg",10003
Dunkin,10314
Popeyes,11433
Subway,11377
Chipotle Mexican Grill #3477,10033
Starbucks,10005
Subway,11208
Starbucks,10013
Subway,11212
Subway,11201
Dunkin' / Baskin Robbins,11215
Chick Chick,10024
Dunkin',10019
Taco Bell,10460
Domino's,11201
Popeyes,11233
Subway,10461
Shake Shack,11217
"Dunkin', Baskin Robbins",11364
Dunkin,11101
Mister Chicken Ii,11101
Starbucks,10007
Kennedy Chicken And Burger,10466
Dunkin Donuts,10040
"Dunkin',' Baskin Robbins",10034
Chipotle Mexican Grill,11201
Popeyes,10302
Dunkin,10039
Domino's,10459
Starbucks Coffee # 62553,11357
"Dunkin', 'Baskin Robbins",10463
Domino's,11226
Subway,10466
Subway,11354
Burger King,11206
Starbucks,11102
Yoyo Chicken,11377
Starbucks,10314
Dunkin,10007
Subway,10007
Chipotle Mexican Grill,10017
Dunkin,11377
Mamas Chicken Shack Happy Dumpling Cocoa Cabin,10001
Dunkin,11226
Speedy Tacos And Chicken,10463
Chipotle Mexican Grill,11201
Starbucks Coffee,11373
Dunkin,11101
Taco Bell,10302
Super Kennedy Fried Chicken,10466
Dunkin,10128
Burger King #27012,10303
Chubby Burgers Chicken & Pizza,11102
Dunkin,10469
Dunkin Donuts,10469
Subway,11235
Panda Express,11373
Subway,10458
Papa Chicken,11355
Papa John's Pizza,10025
Dunkin,10309
Dunkin,11373
Kennedy Fried Chicken,10472
Starbucks Coffee,10016
Fried Chicken With The Sauce Express,11203
Subway,11378
Dunkin,11235
Wendy's,10010
Subway,10467
Domino's,11421
Dunkin',11213
Johnny's Fried Chicken,10452
Dunkin,11434
Dunkin',10029
Dunkin,10018
Papa John's,11416
Dunkin,11368
Dunkin-Baskin Robbins,10016
Dunkin,10033
Apu Kennedy Fried Chicken,11434
Chipotle,11207
Burger King,11236
Texas Chicken & Burgers,11419
Dunkin,10309
Subway,10036
Popeyes,11354
Subway,10459
Taco Bell,11236
Dunkin,10460
Popeyes,11206
Chipotle Mexican Grill,10018
Burger King,10461
Dunkin,10314
Chipotle Mexican Grill,10023
Dunkin',10306
Kfc,11434
Moonlite Grill & Chicken,11372
Burger King,10458
Dunkin'/Baskin Robbins,10016
Papa John's,11355
Dunkin,10312
Subway,10004
Subway,10301
Dunkin',11210
Dominos,10314
Popeyes,11236
Starbucks,10001
Burger King,11237
Texas Chicken & Burger,10462
Dunkin,11691
Super Kennedy Fried Chicken,10466
Kennedy Chicken,10462
Papa John's,11366
Dunkin Baskin Robbins,11354
Popeyes,10307
Dunkin,10305
Crown Fried Chicken,11216
"Panera, Llc",11004
375 Chicken 'N Fries,11361
Pelicana Chicken,11358
Chirping Chicken,10025
"Dunkin',' Baskin Robbins",10453
Papa John's,11366
Chipotle Mexican Grill #3020,11432
Kennedy Fried Chicken,10457
Wendy's,10305
Papa John's,11412
"Dunkin',' Baskin Robbins",10453
Flamin' Chicken & Pizza,11207
Dunkin,11102
Subway,11234
Wendy's,10309
Crown Fried Chicken,11216
Dunkin,10465
Dunkin',11375
Popeyes Louisiana Kitchen,11103
Taco Bell,10032
Starbucks,10314
Burger King,10302
Burger King,11369
Popeyes,10009
Dunkin,10468
Qdoba Mexican Grill,11365
Dunkin' / Baskin Robbins,11106
Burger King,11201
Dunkin' / 'Baskin Robbins,11102
Don Chicken,11101
Burger King,10457
Subway,11229
Shake Shack,10019
Kennedy Chicken,10461
Kfc,11212
Kennedy Chicken,10457
Domino's Pizza #3692,10029
Dunkin,10301
Starbucks,11372
Dunkin,10475
Taco Bell,10033
Burger King,10452
Kfc,11218
Starbucks Coffee #14498,10024
Darbar's Chicken & Ribs,11419
Chick-Fil-A,10036
Wendy Teriyaki / Sushi Yoshi,11103
Popeyes,10468
Papa John's Pizza,10453
Papa John's,11214
Dunkin,11209
Kennedy Fried Chicken,10451
Subway,10452
Kennedy Chicken & Grill,11226
Peppa's Jerk Chicken,11413
Starbucks Coffee #678 Hudson,10014
La Ruta Del Taco,11221
Mad For Chicken,11103
Dunkin,10464
Texas Chicken & Burger,11226
Kennedy Chicken & Pizza,10466
Popeyes,10475
Pelicana Chicken,11361
Little Caesars,10033
Dunkin' / Baskin Robbins,11385
Domino's,11221
Burger King,10006
Popeyes Louisiana Kitchen,11208
"Dunkin',' Baskin Robbins",11691
Crown Fried Chicken,11207
Papa John's,11208
Little Caesars,11206
Chipotle Mexican Grill,10014
Kennedy Chicken And Burger,10466
Amazing Chicken & Gyro,10467
Pelicana Chicken,11104
"Shake Shack, Fusco",11369
La Casa Del Taco,10033
Bb.q Chicken 3rd Avenue,10016
Popeyes Louisiana Kitchen,11208
Subway,10032
Chipotle Mexican Grill #3056,10461
Mad For Chicken,11103
Popeyes,10457
Chipotle Mexican Grill,10025
Bb.q Chicken & Pub,11103
Taco Bell,10003
Five Guys,10013
Dunkin Donuts,11414
Panda Express,11373
Papa John's,11220
Dunkin,10314
"Dunkin', Baskin Robbins",11364
Texas Chicken & Burgers,11220
Kennedy Chicken And Burger,11216
Dunkin,10302
Dunkin Donuts,10309
Popeyes,10029
Kfc,11414
Chipotle Mexican Grill #2838,10451
Dunkin,11358
Halal Chicks & Platters,10032
Subway,10453
Papa John's,11104
Dunkin,10459
"Dunkin', Baskin Robbins",11367
Dunkin,11692
Panda Express,10003
Starbucks,10044
Five Guys,11239
Qdoba,10307
Dunkin',11368
Dunkin',10467
Subway,10036
Little Caesars,10455
Subway,10036
Taco Bell,10466
Subway,10001
Starbucks,10027
Dunkin Donuts,10007
Kennedy Chicken,10462
Kfc,11103
Papa John's,11221
Five Guys Famous Burgers And Fries,11385
Chickpea,10121
Dunkin,10018
"Dunkin',' Baskin Robbins",10468
Dunkin,10017
Subway,10038
Dunkin,11203
Burger King,10461
Burger King,11374
Dunkin,11101
Kennedy Fried Chicken,11368
Starbucks,10017
Starbucks Coffee#54771,11360
"Dunkin', Baskin Robbins",10010
Starbucks,10013
Dunkin' Donuts/Baskin Robbins,10016
Chicken Stop,11216
Starbucks,11364
Dunkin,11428
Burger King,11213
Halal Royal Crown Chicken & Pizza,11233
Dunkin,11211
Burger King,10452
Dunkin',10473
Dunkin,11377
Starbucks Coffee #14090,11229
Dunkin,11106
Chubby Burgers & Chicken,11103
La Casa Del Taco,10033
Burger King,10460
Big New York Fried Chicken,11691
Crown Fried Chicken,11208
Dunkin,11430
Krispy Fried Chicken & Pizza,10452
Rochdale Chicken And Fish,11434
Dunkin',10457
Starbucks-Bayplaza Mall,10475
Starbucks,10021
Little Caesars,11429
Popeyes,10462
Dunkin Donuts,10469
Dunkin,10030
Subway,11224
Popeyes Louisiana Kitchen,11417
Dunkin' / Baskin Robbins,11368
Starbucks,10038
Peppa's Jerk Chicken,11216
Bb.q Chicken 3rd Avenue,10016
Kennedy Fried Chicken,10455
Burger King,10002
Dunkin,11211
Dunkin',11236
Dunkin,11225
Kennedy Fried Chicken,10460
Wendy's,10455
Chick'n Go,10306
Subway,11105
Dunkin - Baskin Robbins,10452
Dunkin,11214
Mad For Chicken,11361
Burger King,11434
Taco Bell,10003
Starbucks #54446,11238
Dunkin',11209
Crown Fried Chicken,10031
Kew Gardens Chicken,11415
Subway,10003
Starbucks Coffee,10017
"Sincerely, Ophelia / Chicken & The Egg",10003
Subway,10302
Kennedy Chicken & Pizza,10453
Starbucks,10012
Panera Bread #6366,10463
Starbucks,10017
Subway,10005
Texas Chicken & Burgers,11435
Dunkin,10022
Sonic Drive-In,10307
Texas Chicken And Burgers,11415
"Dunkin',' Baskin Robbins",10458
Dunkin',11432
Starbucks Coffee #58455,10036
Wendy's,10019
Fields Good Chicken,10022
"Crown Fried Chicken, Pizza & Coffee Shop",11208
Dunkin,11105
Dunkin,10305
375 Chicken N Fries,10036
"Dunkin', Baskin Robbins",10010
Kfc,10001
Dunkin,11377
Subway,11201
Papa John's Pizza,11433
Dunkin',11236
Popeyes,10461
Bb.q Chicken & Pub,11103
Subway,10312
Dunkin,10302
Domino's Pizza,10029
Taco Bell,10462
Chirping Chicken,10461
"Dunkin',' Baskin Robbins",11373
Dunkin,10314
Dunkin' / 'Baskin Robbins,11207
La Ruta Del Taco,11221
Taco Bell,10029
Wendy's,11377
Hwarak Chicken,11104
Dunkin,10017
Starbucks Coffee #23591,11210
Yoyo Chicken,11377
Rego Park Best Pizza & Halal Chicken,11374
Subway,11229
Dunkin,10455
Five Guys Famous Burgers And Fries,10036
Chipotle Mexican Grill,10010
Popeyes Louisiana Kitchen,11224
Unidentified Flying Chicken,11372
Subway,11040
Subway,11432
Popeyes,11226
Kennedy Fried Chicken,10467
Blazin Chicken & Gyro,10452
Taco Bell,11414
Dunkin,10025
Panda Express,10462
Popeyes,11225
Popeyes,11354
Subway,10460
Dominos,11206
Cauldron Chicken,10012
Super Kennedy's Chicken & Sandwich,10468
Crown Fried Chicken,11211
Dunkin,11223
Dunkin,11377
Domino's,10027
Dunkin,11435
Starbucks,11229
Subway,11691
Chongqing Zaier (Bo Bo Chicken),11354
Wendy's,10314
Starbucks Coffee #49450,10475
Kennedy Fried Chicken,10458
Dunkin,10001
Mr. Chicken And Mrs. Tea,11417
Dunkin,11373
Dunkin,11210
Dunkin',10306
Dunkin',10025
Dunkin,10037
Dunkin,11223
Dunkin' / Baskin Robbins,11223
Mad For Chicken,11104
Popeyes,11220
Dunkin,11206
Papa Johns Pizza,11207
Chick N' Baos,11228
Texas Chicken,10037
Chipotle Mexican Grill #2838,10451
Popeyes,11373
Pelicana Chicken,11104
Panda Express,10027
Domino's,10305
Starbucks Coffee,10016
Kenedy Chicken & Pizza,10472
Aaa Kennedy Fried Chicken,10310
Kennedy Chicken,11422
Domino's Pizza #3687,10016
John's Fried Chicken,10034
Subway,10036
Chipotle Mexican Grill,10021
Kennedy Fried Chicken,10461
Kennedy Chicken & Pizza,10035
Dunkin,11372
New Uncle Fried Chicken,11432
Chick Chick,10024
Dunkin,11225
Papa John's,11413
Turntable Chicken Jazz,10001
Taco Bell,10453
Shake Shack,10025
375 Chicken N Fries,10036
Burger King,10314
Burger King,11210
Taco Bell,10029
Dunkin,11211
Little Caesars,10468
Chicken Rice,10012
Chicken Feastin,11215
Little Caesars,10455
Crown Fried Chicken,11432
Wendys,10462
Dunkin,11436
Burger King,11412
Milano Pizza & Fried Chicken,10460
Starbucks,10013
Qdoba Mexican Eats,10309
Mama's Fried Chicken,10026
Dunkin,11229
Subway,10029
Popeyes,11354
Subway,11423
Chipotle Mexican Grill,10016
Popeyes,11420
Dunkin' / Baskin Robbins,11372
Taco Bell,11377
Dunkin,11229
Popeyes Louisiana Kitchen,10453
Dunkin',10040
Rochdale Chicken And Fish 90z,11212
Starbucks Coffee,10010
Starbucks,10128
Dunkin,11360
Us Fried Chicken & Pizza,11225
Papa John's,11208
Crown Fried Chicken,11238
Pelicana Chicken,11104
Wendy's,10475
Little Caesars,11207
Starbucks Coffee Company,10306
Dunkin'/Baskin Robbins,10016
Domino's,11420
Wendys,11208
Starbucks,10013
Five Guys Famous Burgers And Fries,10036
Starbucks,11430
Crown Fried Chicken,11432
Kennedy Chicken,10462
Shake Shack,10282
Taco Bell Cantina,10038
Dunkin Donuts,11212
Crown Chicken & Pizza,11236
Andrea's Chicken,11378
Crown Fried Chicken,11429
Subway,10065
Burger King,11210
Papa Johns Pizza,10306
Kennedy Fried Chicken,10002
Popeyes,11361
Kfc,11368
Dunkin,11411
Rico's Chicken,11379
Starbucks,11385
Sabba's Chicken,10472
Dunkin,10009
Chick-Fil-A,10314
"Dunkin',' Baskin Robbins",11419
"Dunkin',' Baskin Robbins",11419
Dunkin Baskin Robins,10029
Halal Chick's,10025
Ace Burger & Crispy Chicken,11219
Dominos,10314
Little Caesars,10033
Dominos,11226
Kennedy Chicken & Burgers,10029
Subway,10460
Hainan Chicken House,11220
Burger King,10302
Kennedy Fried Chicken,10451
Kennedy Fried Chicken,11207
Crown Fried Chicken,11207
Crown Fried Chicken,11207
Starbucks,10036
Subway,11691
Dunkin,10004
Subway,11235
Dunkin,11226
Panda Express #2845,11432
Starbucks,10034
Popeyes,10038
Us Fried Chicken & Pizza,11225
Papa John's,11427
Rose Cafe/Kennedy Fried Chicken,11435
Kennedy Chicken Pizza & Kabab,11372
Wendy's,10029
Dunkin' / Baskin Robbins,11106
Dunkin,11355
Tex's Chicken & Burgers,11226
Crown Fried Chicken,11221
Domino's,11226
Wendy's,11214
Shake Shack,11432
Subway,11226
Dunkin Donuts,10022
Dunkin,11373
Kfc / Taco Bell,11222
Kennedy Fried Chicken,10461
Sabba's Chicken,10039
Domino's Pizza #3680,10034
The Bronx Burger Co/Gai Chicken,10458
Dunkin',11375
Subway,10028
375 Chicken 'N Fries,11226
Dunkin/ Mama Mia's Pizza,11432
Starbucks,10007
Burger King,11419
Rochdale Chicken And Fish 90z,11212
Dunkin,10314
Dunkin,10301
"Dunkin',' Baskin Robbins",11237
Chirping Chicken,10028
Halal Fried Chicken & Pizza,10457
Starbucks #20679,10028
Papa John's Pizza,10039
Kennedy's Fried Chicken & Biscuits,10458
Chick-Fil-A,10033
Subway,10459
Subway,10029
Subway,11434
Chick-Fil-A 918 8th Avenue,10019
Popeyes,11413
Chipotle Mexican Grill,10036
Pelicana Chicken,11104
Burger King,11213
Popeyes,11435
Starbucks,11201
Kfc,11411
Papa John's Pizza,10002
Popeyes Louisiana Kitchen,10011
Kfc,11218
Crown Fried Chicken,11434
Kennedy Fried Chicken,11420
Dunkin,10017
Crown Fried Chicken,11207
Domino's,11201
Starbucks Coffee,10018
Dunkin,10011
Panda Express,11201
Dunkin',11226
Papa John's Pizza,10029
Us Fried Chicken & Pizza,11225
Starbucks Coffee #80074,10013
Popeyes,11413
Sabba's Chicken,10039
Crown Fried Chicken,11216
"Dunkin',' Baskin Robbins",10451
Chick Rocks,11103
Burger King,10458
Popeyes,11206
Popeyes,10040
Dunkin,10033
Dunkin'/Baskin Robbins,10016
Mad For Chicken,11354
New York Fried Chicken,11434
Dunkin,10458
Dunkin,10003
Kennedy Fried Chicken,10467
Wendy's,10314
Papa John's,11412
Dunkin,10463
Dunkin Donuts,11212
Subway,10010
Popeyes,10465
Domino's,11234
Papa John's,11208
Subway,10019
Burger King,11216
Kfc,11411
Sweet Chick,11238
"Dunkin', Baskin Robbins",11435
Chipotle Mexican Grill,10001
Burger King,11236
Flamin' Chicken & Pizza,11207
Subway,11206
Chipotle Mexican Grill,10016
Super Kennedy's Chicken & Sandwich,10468
Chick-Fil-A,10038
Wendys,10038
Starbucks,10016
Tkk Fried Chicken,11354
Kennedy Fried Chicken,10461
Peppa's Jerk Chicken,11216
Dunkin',11236
Gai Chicken & Rice,10038
"Dunkin',' Baskin Robbins",11432
Pelicana Chicken,11222
Chipotle Mexican Grill,10014
Krispy Krunchy Chicken,11201
Dunkin,10006
Starbucks Coffee,11435
Mad For Chicken,11211
Starbucks,10314
Subway Cafe,10036
Dunkin,11419
Dunkin' / Baskin Robbins,11379
Dunkin Baskin Robbins,10035
Dunkin,10467
Kennedy Chicken & Pizza,10466
Mad For Chicken,10011
Subway,11217
Qdoba,10307
Burger King,10461
Burger King,10472
Ocky Fried Chicken & Pizza,10451
Crown Fried Chicken,11216
Dunkin,10460
Dunkin,10027
Kfc,11435
Don Chicken,10002
Chick-Fil-A,10038
Dunkin,11203
Dunkin',10040
Starbucks,10016
Burger King,11226
Kennedy Fried Chicken,11207
Crown Fried Chicken,11212
Popeyes,10038
Starbucks Marquis,10036
Kennedy Fried Chicken,11368
Popeyes Louisiana Kitchen,10128
Subway,11004
Kennedy Chicken,10462
Dunkin,11203
Dunkin,11433
Dunkin' / Baskin Robbins,10019
Subway,11228
Popeyes,11374
Popeyes Louisiana Kitchen,11385
Daro's Pizza & Fried Chicken,11377
Dunkin,11203
Chipotle Mexican Grill #4066,10463
Sonic,11207
Popeyes,11224
"Dunkin', 'Baskin Robbins",10002
Starbucks Coffee #53473,10006
Subway,10459
Dunkin,11235
Dunkin' / Baskin Robbins,11379
Dunkin,11229
Dunkin Donuts,10022
Popeyes Louisiana Kitchen,10457
Qdoba,10307
Subway,10038
Taco Bell,11214
Kennedy Fried Chicken,10474
Dunkin,10033
Domino's,10031
Chicken Festival,11105
Kfc,11432
Starbucks,10002
Kennedy Fried Chicken & Salad Bar,10467
Dunkin,10022
Chicken Festival,11105
Five Guys,11239
Papa Johns Pizza,11207
Topaze Restaurant & Jerk Chicken,11234
Subway,10460
Taco Bell,11432
Papa Chicken,11375
Lincoln Fried Chicken,10472
Subway,10466
Dunkin',11226
Dunkin',11368
Gai Chicken & Rice,10017
Dunkin,10461
Subway,10032
Chick-Fil-A,10016
Starbucks Coffee Company,11354
375 Chicken N Fries,10036
Robin's Pizza & Fried Chicken,11377
Mr. Chicken And Mrs. Tea,11417
Dunkin,11210
Inca Chicken,11237
Burger King,11373
Dunkin,10018
Dunkin,11105
Starbucks,10006
Dunkin,10018
Rico's Chicken Pollos A La Brasa,11355
Papa John's Pizza,11433
Kennedy Fried Chicken & Pizza,10459
Starbucks,10012
Burger King,11106
Dunkin,11222
Tiki Chick,10024
Dunkin,10026
Dunkin,11209
Dunkin Donuts,10472
"Burger King, Popeyes",11414
Qdoba,10307
Dave's Hot Chicken,11209
Kennedy Chicken Grill Seafood,11412
Taco Bell,11421
Kennedy Chicken & Burger,10466
Dunkin,10128
Starbucks Coffee,10007
Subway,10036
Popeyes,11361
Kennedy Fried Chicken,11368
Chipotle Mexican Grill,10028
Chipotle Mexican Grill,10027
Crown Fried Chicken,11216
Panda Express,10001
Papa John's,11106
Speedy Tacos And Chicken,10463
Dunkin,10033
Dunkin' / Baskin Robbins,11379
Dunkin',10022
Dunkin' / Popeyes,11221
Dunkin,11379
Dunkin' / 'Baskin Robbins,10009
Rokstar Chicken,11206
Rutland Road Jerk Chicken,11212
Dunkin,11106
Sabba's Chicken,10472
"Dunkin',' Baskin Robbins",10473
Tex*S Chicken & Burgers,11214
Kennedy Fried Chicken,10458
Papa John's,10455
Popeyes,11221
Bb.q Chicken 3rd Avenue,10016
Crown Fried Chicken,11207
Rico's Chicken,11379
Panera Bread #7024,10010
Taco Bell,11224
Shake Shack Bryant Park,10036
Dunkin' / Baskin Robbins,11222
Subway,10032
Dunkin/Baskin,10303
Chick-Fil-A,10038
Subway,11423
Amazing Chicken & Gyro,10467
Starbucks,10021
Kentucky Fried Chicken,10029
Flamin' Chicken & Pizza,11207
Nara Chicken Korean Cuisine,11211
Rico's Chicken,11379
"Dunkin', Baskin Robbins",11435
Dunkin,11415
Dunkin,10128
Wendy's,10461
Pelicana Chicken,11375
Dunkin,11231
Starbucks,11201
Kennedy Fried Chicken,10469
Starbucks,10019
Subway,10314
Kfc,11205
Zaddy's Jerk Chicken,11207
Kennedy Fried Chicken,10026
Starbucks #7378,10003
Kennedy Chicken & Grill,11226
Dunkin,10014
Daves Hot Chicken,10019
Kennedy Chicken And Burger,10466
Dunkin,11235
Dunkin,11412
Popeyes Louisiana Kitchen,11368
"Subway, Carvel",10038
Blazin Chicken & Gyro,10452
Domino's,11361
Wendy's,10457
Crown Fried Chicken & Pizza,11221
Subway,11361
Chipotle Mexican Grill #3309,11201
Taco Bell Pizza Hut,11432
Daves Hot Chicken,10019
Chipotle Mexican Grill,10001
Subway,11214
Charles Pan-Fried Chicken,10039
Popeyes Louisiana Kitchen,10019
Shake Shack,10038
Starbucks Coffee,10018
Crown Fried Chicken,11216
Dunkin,10308
Starbucks #7378,10003
Linden Fried Chicken,11208
Texas Chicken & Burgers,11103
Panda Express #2769,11209
Wendy's,10314
Starbucks,11209
Mama's Fried Chicken,10026
Nelly's Chicken & Pizza,10032
New Crown Chicken & Biscuit,11207
Panera Bread,10314
Subway,11377
Dunkin,10013
Papa John's,11214
Taco Bell,10302
Dunkin,10306
Zalim Hot Chicken & Burgers,11209
Dunkin,10459
Popeyes,11203
Lincoln Fried Chicken,10472
Kennedy Fried Chicken,10462
Popeyes,11420
Dunkin Donuts Baskin Robbins,11004
Papa John's,11436
"Dunkin',' Baskin Robbins",11435
Chipotle Mexican Grill,10016
Dunkin,10306
Papa John's,10467
Peppa's Jerk Chicken,11413
"Kfc, Taco Bell",10457
Domino's,10469
New York Fried Chicken Shake'n Burger,11435
Kfc,10302
Subway,10302
Dunkin' / 'Baskin Robbins,11385
Starbucks,11201
"Tony's Pizza, Jerk Chicken And Fish",11213
Taco Bell,10475
Chicken Feastin,11215
Subway,11205
Subway,10010
Subway,11201
Domino's Pizza #3685,10024
"Dunkin',' Baskin Robbins",10453
"Dunkin',' Baskin Robbins",11208
"Crown Fried Chicken, Pizza & Coffee Shop",11208
Starbucks Coffee Company,11236
Subway,10304
Shake Shack,11201
Burger King,11412
Kfc,10003
Chick-Fil-A,10027
Modoo Chicken And Noodle Bar,11361
Subway,10044
Crown Fried Chicken,11212
Dunkin,10465
Starbucks,10314
Chipotle Mexican Grill,10025
"Taco Bell, Kfc",10031
Double Chicken Please,10002
Dominos,10458
Panda Express,11201
"Dunkin', Baskin Robbins",11367
Subway,10001
Shake Shack,10014
Rokstar Chicken,11101
Subway,11235
Us Fried Chicken & Pizza,11225
Chipotle Mexican Grill,10011
Dunkin'/Hudson News,10121
Chirping Chicken,10461
Shake Shack,11201
Dunkin,10472
Kennedy Fried Chicken,10460
Bb.q Chicken 3rd Avenue,10016
Papa Johns Pizza,10310
Chipotle Mexican Grill #3544,10019
Subway #62918,11204
Dunkin',10016
Big Arc Chicken,10003
Panda Express # 2792,10025
Dunkin,11415
375 Chicken N Fries,10036
Starbucks,11372
Daves Hot Chicken,11365
Sabba's Chicken,10039
Popeyes,10451
Texas Chicken & Burgers,11422
Starbucks Coffee,10306
Kfc,11234
Chipotle Mexcian Grill # 2760,11101
Dunkin,11226
Burger King,11354
Crown Fried Chicken,11221
Dunkin,10461
King's Fried Chicken & Burger,11213
Starbucks,10065
Dunkin',10019
Dunkin',11218
"Dunkin', Baskin Robbins",11434
Five Guys,10038
Subway,10022
Chongqing Zaier (Bo Bo Chicken),11354
Five Guys Famous Burgers And Fries,10018
"Burger King, Popeyes",11366
Subway,10019
Starbucks,10024
Five Guys,10011
Panera Bread,10475
Starbucks,10028
Dunkin,11102
Dunkin' / Baskin Robbins,10019
Subway,11201
Dunkin Donuts,11432
Kennedy Fried Chicken,10029
Crown Fried Chicken & Pizza,11221
Starbucks Coffee,10023
Crown Fried Chicken,11212
375 Chicken N Fries,10036
Starbucks Coffee #29719,11215
Chipotle Mexican Grill,11201
Popeyes Louisiana Kitchen,10457
Domino's,11212
Papa Johns Pizza,10306
Starbucks,10010
Starbucks Coffee # 26528,10018
"Dunkin', Baskin Robbins",11233
Starbucks Chartwells 1st Floor,10038
Starbucks,10013
Chirping Chicken,10017
Taco Bell,10472
Chicken Hot Pot,11355
Chipotle Mexican Grill #3056,11213
Starbucks Marquis,10036
Starbucks,11229
Sonic,11101
Subway,10312
Dunkin',11226
Subway,10002
Dunkin,11385
Dunkin,11375
Dunkin Donuts,11414
Halal Chicks & Platters,10032
Dominos,11206
Dunkin,11355
Crown Fried Chicken,11238
Papa John's,11436
Papa John's Pizza,10453
Dunkin,10471
Wendy Teriyaki / Sushi Yoshi,11103
Burger King,11374
Dave's Hot Chicken,11216
Domino's Pizza #3685,10023
Crown Fried Chicken,11211
"Dunkin',' Baskin Robbins",11419
Kennedy Fried Chicken & Pizza,10470
Popeyes,11207
Subway,11205
Starbucks,10309
Subway,11434
Subway,10003
Starbucks,11222
Dunkin',10029
Subway,11101
Chirping Chicken,10024
Chipotle Mexican Grill,10013
Dominos,10314
Papa John's,11106
Popeyes,11435
Dunkin,11419
Domino's,10469
Chick-Fil-A,10036
375 Chicken 'N Fries,11226
Little Caesars,11434
Five Guys Famous Burgers And Fries,11234
Little Caesars,11236
Domino's Pizza #3687,10016
Starbucks,10023
Dunkin',11212
Dunkin,10463
Papa John's Pizza,10466
"Burger King, Popeyes",11234
Panda Express #2845,11432
Subway,10465
Five Guys,11239
Mister Chicken,11372
Texas Chicken And Burger,10468
Just Chick'n,11234
Chipotle Mexican Grill #3020,11432
Dunkin Donuts,10455
Ba Sak Chicken,11358
Dunkin,11372
"Dunkin',' Baskin Robbins",11421
Chicky's,11426
Domino's,10027
Starbucks Coffee #22716,11374
Starbucks,11201
Subway,11354
Qdoba Mexican Eats,10309
Wendy's,10018
Mr. Chicken And Mrs. Tea,11417
Popeyes,10467
"Dunkin', Baskin Robbins",10456
Dunkin,10013
Dunkin',11225
Texas Hot Chicken And Wings,11432
Kennedy Chicken & Pizza,10456
Little Caesars,10458
Burger King,10451
Dunkin',11206
Starbucks Coffee # 77655,10021
Mister Chicken Ii,11101
Kfc,10467
Big New York Fried Chicken,11691
Dunkin,11226
Dunkin Donuts,10472
Kfc,10027
Dunkin Donuts,10306
Popeyes,10038
Adam's Chicken & Pocha,11354
Starbucks,10004
New Mama's Fried Chicken,10455
Dave's Hot Chicken,11209
Dunkin',11215
Wendy's,10004
Taco Bell,10029
Popeyes Louisiana Kitchen,11205
Wendys,11379
Chipotle Mexican Grill,10016
Burger King,11226
Taco Bell,10306
Kennedy Fried Chicken,10026
"Dunkin', 'Baskin Robbins",10463
Subway,10025
Starbucks #20679,10028
Starbucks,11216
Texas Chicken & Burgers,11235
Crown Fried Chicken,11238
Chipotle Mexican Grill #2834,11374
Dunkin' / 'Baskin Robbins,10014
Domino's,10018
Dunkin,11412
Dunkin' / Popeyes,11221
Dunkin,11377
Five Guys Burgers & Fries,10003
Subway,11205
Peppa's Jerk Chicken,11216
Peppa's Jerk Chicken,10016
Mama's Fried Chicken,10026
Kfc,11368
Taco Bell,11377
Subway Store #30214,11374
Popeyes,10010
Subway,10302
Taco Bell,11374
Mister Chicken Ii,11101
La Casa Del Taco,10302
Popeyes Louisiana Kitchen,11208
Kennedy Fried Chicken,11368
Subway,10461
Panda Express,11201
Starbucks Coffee #53473,10006
Legend Chicken,11361
Dunkin,11356
Subway,10019
