"County","License Number","Operation Type","Establishment Type","Entity Name","DBA Name","Street Number","Street Name","Address Line 2","Address Line 3","City","State","Zip Code","Square Footage","Georeference"
"NEW YORK","628067","Store","A","DUANE READE ET AL PRTS","DUANE READE 14417","568-574","W 125TH ST",,,"NEW YORK","NY","10027","9,000","POINT (-73.95771 40.81502)"
"NEW YORK","628043","Store","AC","EL MANANTIAL GROCERY STORE INC","EL MANANTIAL GRCY STORE","180","AUDUBON AVE",,,"NEW YORK","NY","10033","600","POINT (-73.93576 40.84405)"
"NEW YORK","628033","Store","AC","ROSANNA FOOD CORP","KEY FOOD SUPERMARKET","592","LENOX AVE",,,"NEW YORK","NY","10037","27,000","POINT (-73.93852 40.81718)"
"NEW YORK","628004","Store","AC","WATKINS PRODUCTS DISTRIBUTORS LLC","WATKINS HEALTH FOODS","46","W 125TH ST",,,"NEW YORK","NY","10027","2,500","POINT (-73.94393 40.80714)"
"NEW YORK","627997","Store","A","DUANE READE ETAL PTRS","DUANE READE 14398","1350","FIRST AVE",,,"NEW YORK","NY","10021","9,890","POINT (-73.95575 40.76814)"
"NEW YORK","627993","Store","A","DUANE READE ETAL PTRS","DUANE READE 14412","352","GREENWICH ST",,,"NEW YORK","NY","10013","4,000","POINT (-74.01031 40.71927)"
"NEW YORK","627990","Store","A","DUANE READE ETAL PTRS","DUANE READE 14408","459","BROADWAY",,,"NEW YORK","NY","10013","0","POINT (-74.00071 40.72073)"
"NEW YORK","627958","Store","AC","POST FOOD CORP","IDEAL MARKETPLACE","317","9TH AVE",,,"NEW YORK","NY","10001","15,000","POINT (-73.99881 40.74992)"
"NEW YORK","627954","Store","AC","HONG KONG SPRMKT - HESTER ST CORP","HONG KONG SUPERMARKET","157","HESTER ST",,,"NEW YORK","NY","10013","19,000","POINT (-73.99609 40.71752)"
"NEW YORK","627949","Store","AC","BELLO DELI FOOD CORP","BELLO DELI FOOD","5009","BROADWAY",,,"NEW YORK","NY","10034","1,500","POINT (-73.91699 40.86919)"
"NEW YORK","627947","Store","A","SUN VIN GROCERY STORE INC","SUN VIN GROCERY","75","MULBERRY ST",,,"NEW YORK","NY","10013","7,000","POINT (-73.99911 40.71626)"
"NEW YORK","627902","Store","AC","HANA GROUP OPS LLC","GENJI #10062","270","GREENWICH ST(IN WHL FD)",,,"NEW YORK","NY","10007","0","POINT (-74.01114 40.71549)"
"NEW YORK","627881","Store","AC","HINNAWI CORP","EDIBLE ARRANGEMENTS","1788","3RD AVE",,,"NEW YORK","NY","10029","1,200","POINT (-73.94779 40.78729)"
"NEW YORK","627880","Store","AC","EL GALLO MEAT MARKET INC","COMPARE FOODS","538","W 138TH ST",,,"NEW YORK","NY","10031","15,000","POINT (-73.95264 40.82158)"
"NEW YORK","627871","Store","AC","PRINCE DELI GROCERY CORP","PRINCE DELI","1461","5TH AVE",,,"NEW YORK","NY","10035","1,500","POINT (-73.94544 40.80207)"
"NEW YORK","627845","Store","AC","WHOLE FOODS MARKET GROUP INC","WHOLE FOODS MKT 10245","270","GREENWICH ST",,,"NEW YORK","NY","10007","20,000","POINT (-74.01114 40.71549)"
"NEW YORK","627834","Store","A","CVS ALBANY LLC","CVS PHARMACY #2434","338","EAST 23RD ST###",,,"NEW YORK","NY","10010","2,000","POINT (-73.97916 40.73716)"
"NEW YORK","627820","Store","AC","2037 MEAT&GROCERY INC","2037 MEAT&GROCERY","2037","2ND AVE",,,"NEW YORK","NY","10029","2,100","POINT (-73.94304 40.78979)"
"NEW YORK","627819","Store","AC","SMASHIESS CORP","SMASHIESS DELI GROCERY","153","E 103RD ST",,,"NEW YORK","NY","10029","1,200","POINT (-73.94722 40.79011)"
"NEW YORK","627813","Store","AC","NEUHAUS INC","NEUHAUS","460","GRAND CENTRAL TERMINAL #####",,,"NEW YORK","NY","10017","100",
"NEW YORK","627798","Store","AC","MI BARRIO MEAT MARKET INC","MI BARRIO MEAT MARKET","1875","LEXINGTON AVE",,,"NEW YORK","NY","10035","1,200","POINT (-73.94122 40.79918)"
"NEW YORK","627797","Store","AC","59 BAYARD MARKET INC","59 BAYARD MARKET","59","BAYARD ST",,,"NEW YORK","NY","10013","3,000","POINT (-73.99784 40.7154)"
"NEW YORK","627792","Store","AC","ST NICK CANDY GROCERY INC","ST NICK CANDY GROCERY","1572","ST NICHOLAS AVE",,,"NEW YORK","NY","10040","300","POINT (-73.93025 40.85409)"
"NEW YORK","627768","Store","A","MCNULTYS TEA&COFFEE CO INC","MCNULTYS TEA&COFFEE","109","CHRISTOPHER ST",,,"NEW YORK","NY","10014","1,600","POINT (-74.00513 40.73325)"
"NEW YORK","627739","Store","AC","BEST NY DELI GROCERY INC","BEST NY DELI GROCERY","4133","BROADWAY",,,"NEW YORK","NY","10033","600","POINT (-73.93851 40.84596)"
"NEW YORK","627726","Store","ABK","OVEN ARTISANS INC","ORWASHERS","308","E 78TH ST",,,"NEW YORK","NY","10075","4,800","POINT (-73.95489 40.77237)"
"NEW YORK","627702","Store","A","DUANE READE ET AL PTRS","DUANE READE 14386","425","MAIN ST",,,"ROOSEVELT ISLAND","NY","10044","8,000","POINT (-73.95229 40.75881)"
"NEW YORK","627696","Store","AC","BLACK SEA PRODUCE CORP","BEYOGLU GARDEN MARKET PLACE","1593","YORK AVE",,,"NEW YORK","NY","10028","800","POINT (-73.94803 40.7747)"
"NEW YORK","627691","Store","A","DUANE READE ETAL PTRS","DUANE READE #14404","1657","BROADWAY",,,"NEW YORK","NY","10019","18,000","POINT (-73.98335 40.7625)"
"NEW YORK","627661","Store","AC","PARAMOUNT NEWS LLC","GATE WAY NEWS","1633","BROADWAY",,,"NEW YORK","NY","10019","900","POINT (-73.98392 40.76164)"
"NEW YORK","627640","Store","AC","SIMCHICK MEATS INC","L SIMCHICK & CO MEAT & POULTRY","988","1ST AVE ###",,,"NEW YORK","NY","10022","1,200","POINT (-73.96425 40.75651)"
"NEW YORK","627620","Store","A","CVS ALBANY LLC","CVS #7019","150","EAST 42ND ST###",,,"NEW YORK","NY","10017","8,000","POINT (-73.97526 40.75114)"
"NEW YORK","627615","Store","AC","FELO DELI GROCERY CORP","FELO DELI GROCERY","23","W 100TH ST",,,"NEW YORK","NY","10025","1,250","POINT (-73.96402 40.79467)"
"NEW YORK","627607","Store","A","DUANE READE ET AL PRTS","DUANE READE 14392","1052-1056","1ST AVE",,,"NEW YORK","NY","10022","12,000","POINT (-73.96272 40.75863)"
"NEW YORK","627584","Store","AC","NEW HONG FA SEA PRODUCE INC","NEW HONG FA SEA PRDCE","110","ELDRIDGE STREET",,,"NEW YORK","NY","10002","1,500","POINT (-73.99198 40.71812)"
"NEW YORK","627547","Store","A","LATINO GROCERY & CANDY INC","LATINO GROCERY & CANDY","165","NAGLE AVE",,,"NEW YORK","NY","10040","300","POINT (-73.92566 40.86127)"
"NEW YORK","627543","Store","AC","47 PITT GROCERY INC","47 PITT GROCERY","47","PITT ST",,,"NEW YORK","NY","10002","1,500","POINT (-73.983 40.71733)"
"NEW YORK","627530","Store","ABC","WS MARKETS LLC","WEST SIDE SUPERMARKETS","2840","BROADWAY ####",,,"NEW YORK","NY","10025","20,000","POINT (-73.96637 40.80445)"
"NEW YORK","627519","Store","AC","D&D LOBBY NEWSSTAND INC","D&D LOBBY NEWSSTAND","633","3RD AVE",,,"NEW YORK","NY","10017","100","POINT (-73.97509 40.74986)"
"NEW YORK","627516","Store","AC","DAGOSTINOS MARKETS LLC","DAGOSTINOS SUPERMARKETS #806","1507","YORK AVE #######",,,"NEW YORK","NY","10075","13,000",
"NEW YORK","627514","Store","A","ME QUICK STOP GROCERY & CANDY STORE CORP","BROADWAY CONVENIENCE","4314","BROADWAY",,,"NEW YORK","NY","10033","500","POINT (-73.93488 40.85187)"
"NEW YORK","627454","Store","AC","RAYIRA GROCERY&DELI CORP","RAYIRA GROCERY&DELI","247","AUDUBON AVE",,,"NEW YORK","NY","10033","2,500","POINT (-73.93417 40.84623)"
"NEW YORK","627439","Store","AC","180 MARKETPLACE INC","JUBILEE MARKET","180","RIVERSIDE BLVD",,,"NEW YORK","NY","10069","17,000","POINT (-73.98854 40.77853)"
"NEW YORK","627418","Store","A","FAMILY DOLLAR STORES OF NEW YORK LLC","FAMILY DOLLAR #7136","228","NAGLE AVE",,,"NEW YORK","NY","10034","8,000","POINT (-73.92202 40.86261)"
"NEW YORK","627411","Store","ABC","WHOLE FOODS MARKET GROUP INC","WHOLEFOODSMARKET #10236","95","E HOUSTON ST",,,"NEW YORK","NY","10002","73,000","POINT (-73.99173 40.72378)"
"NEW YORK","627408","Store","AC","HANA GROUP OPS LLC","GENJI #10061","95","EAST HOUSTON ST",,,"NEW YORK","NY","10002","500","POINT (-73.99173 40.72378)"
"NEW YORK","627401","Store","A","DUANE READE ETAL PTRS","DUANE READE #14389","1889","BROADWAY",,,"NEW YORK","NY","10023","3,600","POINT (-73.98226 40.77137)"
"NEW YORK","627396","Store","A","NICHOLAS 1386 INC","99 CENTS USA","1387","ST NICHOLAS AVE ####",,,"NEW YORK","NY","10033","3,500","POINT (-73.93447 40.84832)"
"NEW YORK","627389","Store","AC","ERNST KLEIN 6TH AVE FOOD CORP","ERNST KLEIN & COMPANY","1366","6TH AVE",,,"NEW YORK","NY","10019","10,000","POINT (-73.97799 40.76321)"
"NEW YORK","627356","Store","AC","SOHO GARDEN INC","SOHO GARDEN","40","PRINCE ST",,,"NEW YORK","NY","10012","600","POINT (-73.99538 40.72322)"
"NEW YORK","627354","Store","AC","NEW KAM MAN LLC","NEW KAM MAN","200","CANAL ST",,,"NEW YORK","NY","10013","10,000","POINT (-73.99828 40.71699)"
"NEW YORK","627334","Store","AC","148 DELI GROCERY INC","148 DELI GROCERY","2787","8TH AVE",,,"NEW YORK","NY","10039","1,100","POINT (-73.94046 40.82485)"
"NEW YORK","627331","Store","AC","SABANA MEAT CORP","CHERRY VALLEY MARKETPLACE","309","E 115TH ST",,,"NEW YORK","NY","10029","20,000","POINT (-73.93769 40.79605)"
"NEW YORK","627330","Store","AC","82 CORNER MARKET INC","82 CORNER MARKET","1576","1ST AVE",,,"NEW YORK","NY","10028","800","POINT (-73.95131 40.77417)"
"NEW YORK","627310","Store","AC","HONG LI MEAT MARKET INC","HONG LI MEAT MARKET","124","MOTT ST ###",,,"NEW YORK","NY","10013","2,000","POINT (-73.99686 40.71826)"
"NEW YORK","627298","Store","AC","SJT PRINCE LLC","M&O MARKET & DELI","124","THOMPSON ST",,,"NEW YORK","NY","10012","3,500","POINT (-74.00148 40.72628)"
"NEW YORK","627296","Store","AC","2806 A&J DELI&GROCERY INC","2806 A&J DELI&GROCERY","2806","8TH AVE ####",,,"NEW YORK","NY","10039","1,000","POINT (-73.93989 40.82561)"
"NEW YORK","627276","Store","A","DUANE READE ETAL PTRS","DUANE READE 14185","100","DELANCEY ST",,,"NEW YORK","NY","10002","8,000","POINT (-73.98884 40.71883)"
"NEW YORK","627273","Store","AC","VARSANOS CHOCOLATES INC","VARSANOS CHOCOLATES","172","W 4TH ST",,,"NEW YORK","NY","10014","400","POINT (-74.00155 40.7322)"
"NEW YORK","627270","Store","AC","DUAL SPECIALTY STORE INC","DUAL SPECIALTY STORE","91","1ST AVENUE",,,"NEW YORK","NY","10003","2,000","POINT (-73.98639 40.72612)"
"NEW YORK","627244","Store","AC","NM&A CORP","EAST WAY GROCERY","169","3RD AVE",,,"NEW YORK","NY","10003","1,100","POINT (-73.98609 40.73478)"
"NEW YORK","627233","Store","AC","GRACEFULLY INC","GRACEFULLY","320","1ST AVE",,,"NEW YORK","NY","10009","4,300","POINT (-73.98033 40.73409)"
"NEW YORK","627178","Store","A","MARTE ANA E","ELIZABETHS GROCERY STORE","2374","AMSTERDAM AVE",,,"NEW YORK","NY","10033","450","POINT (-73.93247 40.84596)"
"NEW YORK","627132","Store","A","1967 99 CENTS & DISCOUNT INC","99 CENTS & DISCOUNT","1967","AMSTERDAM AVE",,,"NEW YORK","NY","10032","2,500","POINT (-73.94183 40.83314)"
"NEW YORK","627120","Store","AC","RAMIREZ SONEL","SONNYS GROCERY & DELI","767","10TH AVE",,,"NEW YORK","NY","10019","1,400","POINT (-73.991 40.76578)"
"NEW YORK","627102","Store","AC","560 WEST MEAT&PRODUCE CORP","C TOWN","560","W 125TH ST",,,"NEW YORK","NY","10027","9,000","POINT (-73.95746 40.81474)"
"NEW YORK","627088","Store","AC","91 CATHERINE GROCERY CORP","91 CATHERINE GROCERY","91","HAMILTON PL",,,"NEW YORK","NY","10031","1,500","POINT (-73.95031 40.82323)"
"NEW YORK","627059","Store","AC","LEX34 FRUIT&VEGETABLE CORP","LEX34 FRUIT&VEGETABLE","136","E 34TH ST",,,"NEW YORK","NY","10016","5,000","POINT (-73.9795 40.74631)"
"NEW YORK","627036","Store","A","WALGREEN EASTERN CO INC","WALGREENS #10135","298","1ST AVE",,,"NEW YORK","NY","10009","20,000","POINT (-73.98087 40.73336)"
"NEW YORK","626943","Store","AC","RANCHOS FOOD CORP","COLUMBUS FOODMARKET","81","W 104TH ST",,,"NEW YORK","NY","10025","10,000","POINT (-73.96343 40.79774)"
"NEW YORK","626903","Store","AC","SANO HEALTH FOOD CENTER INC","SANO HEALTH FOOD CENTER","4069","BROADWAY",,,"NEW YORK","NY","10032","2,000","POINT (-73.93908 40.84368)"
"NEW YORK","626894","Store","A","TRADER JOES EAST INC","TRADER JOES #540","142","E 14TH ST",,,"NEW YORK","NY","10003","10,000","POINT (-73.98788 40.73357)"
"NEW YORK","626890","Store","A","NAVARETTE MARIA","AXEL GROCERY","174 6","E 118TH ST",,,"NEW YORK","NY","10035","400","POINT (-73.94484 40.80169)"
"NEW YORK","626859","Store","AC","1705 DELI GROCERY INC","1705 DELI GROCERY","1705","LEXINGTON AVE",,,"NEW YORK","NY","10029","1,800","POINT (-73.94586 40.79283)"
"NEW YORK","626855","Store","AC","HAMILTON CORNER MEAT MARKET INC","HAMILTON MEAT MARKET","1","HAMILTON PLACE",,,"NEW YORK","NY","10031","1,800","POINT (-73.95434 40.82087)"
"NEW YORK","626825","Store","AC","ANT SOLUTIONS GROCERY INC","ANT SOLUTIONS GROCERY","500","W 135TH ST",,,"NEW YORK","NY","10031","1,200","POINT (-73.95254 40.81902)"
"NEW YORK","626761","Store","AC","BLUE&GOLD DELI INC","BLUE & GOLD DELI","1075","1ST AVE",,,"NEW YORK","NY","10022","1,600","POINT (-73.96216 40.75939)"
"NEW YORK","626736","Store","AC","BOGOPA MADISON LLC","FINE FARE SUPERMARKET","1718","MADISON AVE #####",,,"NEW YORK","NY","10029","10,000",
"NEW YORK","626727","Store","ABC","MARIAM FOOD CORP","KEY FOOD SUPERMARKET 1436","43","COLUMBIA ST",,,"NEW YORK","NY","10002","1,000","POINT (-73.98032 40.71691)"
"NEW YORK","626703","Store","AC","COLUMBUS AVENUE FOOD CORP","COLUMBUS AVENUE FD&DELI","476","COLUMBUS AVE",,,"NEW YORK","NY","10024","1,500","POINT (-73.9737 40.78443)"
"NEW YORK","626701","Store","A","DUANE READE ETAL PTRS","DUANE READE 14356","325","NORTH END AVE",,,"NEW YORK","NY","10281","2,000","POINT (-74.01472 40.71685)"
"NEW YORK","626688","Store","A","DUANE READE ETAL PTRS","DUANE READE 14319","180","W 20TH ST",,,"NEW YORK","NY","10011","0","POINT (-73.99676 40.74213)"
"NEW YORK","626687","Store","A","DUANE READE ET AL PTRS","DUANE READE 14318","300","E 39TH ST",,,"NEW YORK","NY","10016","5,000","POINT (-73.97314 40.74774)"
"NEW YORK","626675","Store","A","DUANE READE ETAL PTRS","DUANE READE 14297","900","8TH AVE",,,"NEW YORK","NY","10019","7,615","POINT (-73.98457 40.76437)"
"NEW YORK","626663","Store","A","DUANE READE ETAL PTRS","DUANE READE 14292","1091","LEXINGTON AVE",,,"NEW YORK","NY","10075","5,000","POINT (-73.95999 40.77346)"
"NEW YORK","626654","Store","A","DUANE READE ETAL PTRS","DUANE READE 14272","4","COLUMBUS CIR",,,"NEW YORK","NY","10019","7,300","POINT (-73.98204 40.7677)"
"NEW YORK","626649","Store","AC","3060 BROADWAY CORP","OLIVE TREE DELI","3060","BROADWAY",,,"NEW YORK","NY","10027","1,500","POINT (-73.96133 40.81135)"
"NEW YORK","626640","Store","AC","NAMDOR INC","GRISTEDES 511","500","COLUMBUS AVE 84TH ST #######",,,"NEW YORK","NY","10024","18,000",
"NEW YORK","626639","Store","ABC","NAMDOR INC","FOOD TOWN","686","N MAIN ST",,,"ROOSEVELT ISLAND","NY","10044","25,000","POINT (-73.9471 40.76481)"
"NEW YORK","626638","Store","ABC","NAMDOR INC","DAGOSTINOS MARKETS 518","355","1ST AVE/20TH ST #######",,,"NEW YORK","NY","10010","15,000",
"NEW YORK","626637","Store","AC","NAMDOR INC","GRISTEDES 543","3","SHERIDAN SQ W 4TH ST #######",,,"NEW YORK","NY","10014","13,000",
"NEW YORK","626636","Store","A","DUANE READE ETAL PTRS","DUANE READE 14247","4","W 4TH ST",,,"NEW YORK","NY","10012","2,300","POINT (-73.99451 40.72854)"
"NEW YORK","626635","Store","ABC","NAMDOR INC","GRISTEDES 545","225","9TH AVE #######",,,"NEW YORK","NY","10011","20,000",
"NEW YORK","626634","Store","A","DUANE READE ETAL PTRS","DUANE READE 14246","777","6TH AVE",,,"NEW YORK","NY","10001","6,780","POINT (-73.99127 40.74501)"
"NEW YORK","626630","Store","A","DUANE READE ETAL PTRS","DUANE READE 14239","721","9TH AVE",,,"NEW YORK","NY","10019","5,000","POINT (-73.98932 40.76298)"
"NEW YORK","626596","Store","A","DUANE READE ETAL PTRS","DUANE READE 14138","333","7TH AVE",,,"NEW YORK","NY","10001","26,000","POINT (-73.99316 40.74749)"
"NEW YORK","626591","Store","A","DUANE READE ETAL PTRS","DUANE READE 14131","1","WHITEHALL",,,"NEW YORK","NY","10004","0","POINT (-74.01315 40.70378)"
"NEW YORK","626575","Store","A","DUANE READE ETAL PTRS","DUANE READE 14112","485","LEXINGTON AVE",,,"NEW YORK","NY","10017","6,100","POINT (-73.97396 40.7543)"
"NEW YORK","626558","Store","A","DUANE READE ETAL PTRS","DUANE READE 14225","2864","BROADWAY",,,"NEW YORK","NY","10025","6,760","POINT (-73.96605 40.80489)"
"NEW YORK","626553","Store","A","DUANE READE ETAL PTRS","DUANE READE 14118","305","BROADWAY",,,"NEW YORK","NY","10007","3,000","POINT (-74.00528 40.71538)"
"NEW YORK","626550","Store","A","DUANE READE ETAL PTRS","DUANE READE 14111","1430","BROADWAY",,,"NEW YORK","NY","10018","12,000","POINT (-73.98693 40.75411)"
"NEW YORK","626549","Store","A","DUANE READE ETAL PTRS","DUANE READE 14101","37","BROADWAY",,,"NEW YORK","NY","10006","7,500","POINT (-74.01304 40.70617)"
"NEW YORK","626544","Store","AC","NAMDOR INC","GRISTEDES 533","748","2ND AVE #######",,,"NEW YORK","NY","10017","7,500",
"NEW YORK","626499","Store","AC","CREATIVE HEALTH FOOD STORE INC","CREATIVE HEALTH","2801","BROADWAY",,,"NEW YORK","NY","10025","500","POINT (-73.96763 40.80307)"
"NEW YORK","626480","Store","AC","MANDELL FOOD STORES INC","KEY FOOD 566","52","AVENUE A",,,"NEW YORK","NY","10009","18,000","POINT (-73.98496 40.72411)"
"NEW YORK","626465","Store","ACD","AQUA BEST NYC LLC","AQUA BEST NYC","276","GRAND ST",,,"NEW YORK","NY","10002","2,000","POINT (-73.99277 40.71782)"
"NEW YORK","626460","Store","A","DUANE READE ETAL PTRS","DUANE READE 14382","300","W 135TH ST",,,"NEW YORK","NY","10030","5,000","POINT (-73.94741 40.81687)"
"NEW YORK","626452","Store","A","DUANE READE ETAL PTRS","DUANE READE 14260","77","7TH AVE",,,"NEW YORK","NY","10011","15,000","POINT (-73.99941 40.73892)"
"NEW YORK","626449","Store","AC","FASK CORP","INTERNATIONAL DELI","543","9TH AVE",,,"NEW YORK","NY","10018","2,500","POINT (-73.99348 40.75728)"
"NEW YORK","626447","Store","A","DUANE READE ETAL PTRS","DUANE READE 14146","2520-2526","BROADWAY",,,"NEW YORK","NY","10025","8,900","POINT (-73.9725 40.7935)"
"NEW YORK","626446","Store","A","DUANE READE ETAL PTRS","DUANE READE 14104","401","PARK AVE SOUTH",,,"NEW YORK","NY","10016","8,000","POINT (-73.98411 40.74317)"
"NEW YORK","626382","Store","AC","LA ROSA FOODS INC","LA ROSA","4161","BROADWAY",,,"NEW YORK","NY","10033","1,500","POINT (-73.93822 40.84702)"
"NEW YORK","626354","Store","A","DUANE READE ET AL PTRS","DUANE READE 14153","866","3RD AVE",,,"NEW YORK","NY","10022","7,000","POINT (-73.96964 40.75735)"
"NEW YORK","626351","Store","A","DUANE READE ETAL PTRS","DUANE READE 14169","155","E 34TH ST",,,"NEW YORK","NY","10016","17,000","POINT (-73.97866 40.74596)"
"NEW YORK","626337","Store","A","DUANE READE ETAL PTRS","DUANE READE 14369","1490","MADISON AVE",,,"NEW YORK","NY","10029","4,000","POINT (-73.95123 40.79125)"
"NEW YORK","626303","Store","A","DUANE READE ETAL PTRS","WALGREENS 21354","51","W 51ST ST","STE A",,"NEW YORK","NY","10019","1,500","POINT (-73.97885 40.76005)"
"NEW YORK","626294","Store","AC","GANADA CORP","KIMS FISH MARKET","201","W 104TH ST",,,"NEW YORK","NY","10025","600","POINT (-73.96695 40.79925)"
"NEW YORK","626286","Store","AC","R&A FOOD INC","7 ELEVEN STORE 33633B","345","W 42ND ST #####",,,"NEW YORK","NY","10036","2,800",
"NEW YORK","626240","Store","AC","RUCHIKA ENTERPRISES INC","7-ELEVEN STORE# 33616B","1594","YORK AVE #####",,,"NEW YORK","NY","10028","750",
"NEW YORK","626220","Store","AC","GOLDEN PINEAPPLE AVE D CORP","COMPARE STR #687","71-75","AVENUE D",,,"NEW YORK","NY","10009","6,000","POINT (-73.97697 40.72241)"
"NEW YORK","626206","Store","AC","STEVEN SAKONG SEUNG","7-ELEVEN STORE 33579A","1453","3RD AVE. ###",,,"NEW YORK","NY","10028","750","POINT (-73.95579 40.77635)"
"NEW YORK","626202","Store","A","BETTER PRICE 99 PLUS STORE CORP","FAMILY DISCOUNT 99 PLUS","2271","THIRD AVENUE",,,"NEW YORK","NY","10035","4,000","POINT (-73.93658 40.80266)"
"NEW YORK","626151","Store","AC","1017 FRUIT & VEGTABLE CORP","BRYANT MARKET","1017","AVENUE OF THE AMERICAS",,,"NEW YORK","NY","10018","2,500","POINT (-73.98607 40.75215)"
"NEW YORK","626140","Store","AC","TAN TIN HUNG CORP","TAN TIN HUNG SUPERMARKT","121","BOWERY",,,"NEW YORK","NY","10002","6,000","POINT (-73.99497 40.71813)"
"NEW YORK","626050","Store","AC","ROSAN FOOD CORP","FINE FARE SUPERMARKET","1891","3RD AVE",,,"NEW YORK","NY","10029","15,000","POINT (-73.94534 40.79065)"
"NEW YORK","626019","Store","AC","1388 DELI GROCERY INC","MARKET DELI THE","1388","1ST AVE",,,"NEW YORK","NY","10021","1,200","POINT (-73.95494 40.76924)"
"NEW YORK","625992","Store","A","BLOOMINGDALES LLC","BLOOMINGDALES","1000","3RD AVE######",,,"NEW YORK","NY","10022","0",
"NEW YORK","625980","Store","AC","SINGS DELI INC","SINGS DELI&GROCERY","100","E 96TH ST",,,"NEW YORK","NY","10128","1,200","POINT (-73.9522 40.78639)"
"NEW YORK","625971","Store","AC","ST MARKS COFFEE & TEA INC","PORTO RICO IMPORTING CO","40","1/2 ST MARKS PL #####",,,"NEW YORK","NY","10003","800",
"NEW YORK","625960","Store","AC","BONAO MEATS AND PRODUCE INC","BONAO MEATS AND PRODUCE","4189","BROADWAY STORE 6",,,"NEW YORK","NY","10033","700","POINT (-73.93795 40.84779)"
"NEW YORK","625949","Store","AC","HANA GROUP OPS LLC","GENJI #10060","4","UNION SQUARE SOUTH",,,"NEW YORK","NY","10003","700","POINT (-73.9907 40.7348)"
"NEW YORK","625936","Store","ABC","NAMDOR INC","GRISTEDES 601","2704","BROADWAY #######",,,"NEW YORK","NY","10025","17,000",
"NEW YORK","625929","Store","AC","RUSSO MOZZARELLA&PASTA CORP","RUSSOS","344","E 11TH ST",,,"NEW YORK","NY","10003","1,000","POINT (-73.98427 40.72949)"
"NEW YORK","625923","Store","AC","270 MARKET INC","ANDYS DELI","270","W 47TH ST",,,"NEW YORK","NY","10036","800","POINT (-73.98721 40.7603)"
"NEW YORK","625907","Store","AC","JC FOOD MARKET CORP","JC FOOD MARKET","1091","ST NICHOLAS AVE",,,"NEW YORK","NY","10032","1,000","POINT (-73.93991 40.83826)"
"NEW YORK","625900","Store","ABC","WHOLE FOODS MARKET GROUP INC","WHOLE FOOD MARKET 10162","4","UNION SQ SOUTH",,,"NEW YORK","NY","10003","26,000","POINT (-73.9907 40.7348)"
